,RSI,Ultimate,BandRadius,Chaikin,NATR,SMA_5,SMA_20,SMA_100,SAR,Williams%R,APO,ROC_5,ROC_20,ROC_100
0,68.72730003538739,60.53632877364166,0.026523717278681042,1213064.3153280912,2.5149260305711247,0.9867654015578579,0.9450274631109434,0.8702441053052961,0.9985256309980102,-12.953145033314904,0.03478711055783235,0.03395307727386321,0.12427127314522225,0.3164056355712727
1,46.00658981490955,54.514042781746674,0.038995962012309954,508085.03999139357,4.265965237083998,0.9853828037859128,1.0040627025976898,1.0983347048489867,0.4915387764979205,-39.58787990405824,-0.0465710531557067,0.032436689009947305,-0.08432371575679955,-0.014333591876441162
2,45.107325501509905,45.84750343136406,0.03224786052610444,-317252.19738310965,2.8323904304969507,1.0150279740405013,1.026092388005691,0.9662624883093657,0.7195745691632386,-75.05143227280587,0.0025975152142654013,-0.030649627128486494,-0.014231745910239877,0.16006643539372017
3,35.42296771406261,41.516812310015055,0.06390410814512953,-784963.4345642176,4.042327847299855,1.0302077058741672,1.0847956972512234,1.1085962953081656,0.7362734485094912,-83.03455214431546,-0.02304435487792529,-0.06903535561478104,-0.09151800871492703,-0.009604231158621246
4,43.761947153709755,46.52402715733159,0.13190052040952632,-409020.1650579528,8.78376959354048,0.9337026166499909,1.0671861830269729,1.2323900352839097,0.19991228905140757,-38.90839542359777,-0.18040780402392084,0.17067660702861298,-0.22795872521055346,-0.10403615733697398
5,61.10703527415065,57.81816791775126,0.0377558344210039,1362418.0062499149,3.235891386014325,0.9841165745176541,0.950016772993969,0.9433389789018636,0.8119639538681344,-18.345222326424636,0.018808587647736456,0.04251066508884251,0.0862847595661862,0.07211347394297532
6,55.79568272872069,51.10642260773036,0.03816761339118394,-640486.692611908,3.9129408313861376,1.0079344397363361,0.9806591117621476,0.945578189583245,0.8385427700498269,-48.948867555993715,0.03758313222264342,-0.014986996154758955,0.08742278919248256,0.01223187352699956
7,51.73155304882356,53.03817386036996,0.027900974784614934,271349.6028837587,3.0265808254318376,0.9908454467411919,0.9927162407816663,0.9556096696477837,0.2854196918644279,-35.27491750019648,-0.009399223366041307,0.01694360509096923,-0.008432367166462451,0.14573449373683675
8,44.51564639641323,47.25090904656653,0.028942781034301094,-547247.03879975,3.025242486080579,1.000777934774769,1.007832260420476,1.1591151630337246,1.6391341486893212,-53.605919980974114,-0.011974486085295282,9.947153781736211e-05,-0.022361486596887557,-0.2024974300632164
9,26.178543346252173,32.700964713246634,0.19215665385282787,-7019756.817508101,5.3018270551981175,1.1145667146488931,1.2173250014709904,1.2644627518476605,0.9658363818195583,-93.41788359539336,-0.053582402188056266,-0.1798606781541462,-0.2107618664961963,-0.1634208554383232
10,26.83455157323167,36.19245664855629,0.025941219848132725,-3966493.013114905,3.5155010451563298,1.0099956430336752,1.1085091458147505,1.2130537871653422,1.1406309808291817,-89.50129468972624,-0.0774107094755579,-0.034042807350071834,-0.1748558563149707,-0.16519126958819658
11,65.0289565748304,58.67126154075591,0.02290568977948569,768698.0160706308,2.195052348998625,0.9903406116923067,0.9619471820138837,0.8833794712235445,0.1635561592659418,-17.803809093004684,0.020475198035695797,0.025496927533406,0.07196985716654414,0.2607996347265479
12,54.853425912468296,50.330092387273716,0.017046591898311442,95149.88363707972,2.4340737432570068,1.000912902728404,0.9959382918171833,0.91894665105412,0.8829772245174682,-48.23560803532545,0.010281272067643099,-0.00147044328731929,0.023155513378697937,0.1641991246555915
13,69.9097146053866,62.6824249021986,0.07292770416931631,-326777.30955752014,3.4979293322418474,0.9611756107841073,0.8919207496330723,0.8774780485654519,0.5747556953097284,-15.515876219788808,0.037871500488982614,0.10731185503940135,0.209806345302965,0.17598106333482186
